instrument_name,panel,cell,description,manufacturer,intern_calib,model,serial,units,last_calib,due_calib,po,cost,recv_date,certified,assigned_to,status,notes
05NI-1039,05NI-1039,AVERAGE PRUEBA DE MESA,DATA/MULTIMETRO,AGILENT,FALSE,34401A,MY47034031,nan,9/2/2022,9/20/2023,nan,,3/28/2011,TRUE,SUP.SENSORES,ACTIVO,EXT-PLANTA T
05NI-1040,05NI-1040,M9100-M9200,MULTIMETRO DIG,KEITLEY,FALSE,2000,0727489,nan,7/1/2022,7/31/2023,nan,,4/7/2011,TRUE,VMA TABLEROS,ACTIVO,EXTERNO
05NE-5216,05NE-5216,IP FAC-PASILLIO ENFERMERI,MULTIMETRO DIG.,EZ,FALSE,DM-441B,E0082782,nan,6/15/2022,6/30/2023,nan,,10/10/2010,TRUE,SUP. CONTROLADO,ACTIVO,EXT-PLANTA
06AI-2087,06AI-2087,ING.ACTUADORES,CALIPER DIGITAL,MITUTOYO,TRUE,"CD-6""ASX",14491969,"0 A 6""",,,nan,,8/4/2015,TRUE,LUIS DAVID VARG,LOST,INTERNO
06QA-0008,06QA-0008,INSP-ENTRADA,THD. RING GAGE,GAGE ASSEMBLY,FALSE,nan,nan,12-24UNC-2A,8/1/2022,8/31/2023,nan,,5/16/1992,TRUE,SUP.INSP-E,ACTIVO,EXT-LAB
06QI-0056,06QI-0056,INSP-ENTRADA,THD. RING GAGE,GAGE ASSEMBLY,FALSE,nan,nan,1/2-27 UNS-2A,7/1/2022,7/31/2023,nan,,5/7/1993,TRUE,SUP. INSPECCION,ACTIVO,EXT-LAB
06QI-0011,06QI-0011,INSP-ENTRADA,THD. RING GAGE,MERCURY,FALSE,nan,nan,12-24 UNC-2A,8/1/2022,8/31/2023,nan,,5/16/1992,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QA-0026,06QA-0026,INSPECCION-ENTRADA,THD. RING GAGE,G.A.CO.,FALSE,nan,nan,10-32 UNF-2A,7/1/2022,7/31/2023,nan,,4/22/1993,TRUE,SUP. INSPECCION,ACTIVO,EXT-LAB
06QA-0034,06QA-0034,INPECCION-ENTRADA,THD. RING GAGE,G.A.CO,FALSE,nan,nan,3/4-20 UNEF-2A,7/1/2022,7/31/2023,nan,,6/30/1993,TRUE,SUP. INSPECCION,ACTIVO,EXT-LAB
06QA-0039,06QA-0039,INSP-ENTRADA,THD. RING GAGE,VTG,FALSE,nan,nan,1/2-20 UNF-3A,7/1/2022,7/31/2023,nan,,2/11/2005,TRUE,SUP. INSPECCION,ACTIVO,EXT-LAB
06QI-0057,06QI-0057,INSP-ENTRADA,Thread Ring Gage,Gage Assembly,FALSE,nan,nan,1/2-27 UNS-2A,7/1/2022,7/31/2023,nan,,5/7/1993,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0061,06QI-0061,INSP-ENTRADA,Thread Ring Gage,Master Gage,FALSE,nan,nan,7/16-28-UNEF-2A,7/1/2022,7/31/2023,nan,,5/7/1993,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-PLANTA
06QI-0062,06QI-0062,INSP-ENTRADA,Thread Ring Gage,MASTER GAGE,FALSE,nan,nan,7/16-28-UNEF-2A,7/1/2022,7/31/2023,nan,,5/7/1993,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0063,06QI-0063,INSP-ENTRADA,Thread Ring Gage,Gage Assembly,FALSE,nan,nan,7/16-48 UNS-2A,7/1/2022,7/31/2023,nan,,5/7/1993,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0080,06QI-0080,INSP-ENTRADA,Thread Ring Gage,MICRON,FALSE,nan,nan,M2 X 0.4 6g (Go 1.721mm),7/1/2022,7/31/2023,nan,,4/19/1995,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0081,06QI-0081,INSP-ENTRADA,Thread Ring Gage,MICRON,FALSE,nan,nan,M2 X 0.4 6g,7/1/2022,7/31/2023,nan,,4/19/1995,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0091,06QI-0091,INSPECCION,hread Ring Gage,HEMCO,FALSE,nan,nan,.086-56 UNC 2A,,,nan,,9/12/2013,TRUE,SUP. INSPECCION,INACTIVO,LOST
05ZE-0161,05-TI-0306,LOW TIER ESPECIAL,SPECTRUM ANALIZER,RODHE SHWARZ,FALSE,FSH3,20MH161225,nan,9/8/2022,9/30/2023,nan,,10/10/2010,TRUE,SUP. SENSORES,ACTIVO,EXT-LAB
06QI-0092,06QI-0092,INSP-ENTRADA,Thread Ring Gage,HEMCO,FALSE,nan,nan,.190-32 UNF-3A,7/1/2022,7/31/2023,nan,,10/10/2010,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0093,06QI-0093,INSP-ENTRADA,Thread Ring Gage,HEMCO,FALSE,nan,nan,.190-24 UNC 2A,7/1/2022,7/31/2023,nan,,10/10/2010,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
06QI-0106,06QI-0106,INSP-ENTRADA,Thread Ring Gage,GTD,FALSE,nan,nan,1-11 3/2 NPT,7/1/2022,7/31/2023,nan,,7/30/2012,TRUE,SUP. INSPECCION,ACTIVO,EXTERNO-LAB
05IE-2037,05IE-2037,LARGO,HI-POT,GW INSTEK,FALSE,GPT-9804,GEO192227,nan,,,nan,,8/1/2015,TRUE,SUP. LARGO,INACTIVO,DAñADO
06QI-0019,06QI-0019,INSP-ENTRADA,THD. RING GAGE,MASTER GAGE,FALSE,nan,nan,3/8-24 UNF,8/1/2022,8/31/2023,nan,,8/5/1992,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0084,06QI-0084,INSP-ENTRADA,THD. RING GAGE,VAN KEUREN,FALSE,nan,nan,5/8-24 UNEF-2A GO NO GO,8/1/2022,8/31/2023,nan,,6/30/1997,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB 2PZ
06QI-0031,06QI-0031,INSPECCION,THD. RING GAGE,GAGE ASSEMBLY,FALSE,nan,nan,5/18-18 UNF 2A,8/1/2022,8/31/2023,nan,,2/5/1993,TRUE,SUP. INSP. ENTR,ACTIVO,EXT-LAB
06QI-0085,06QI-0085,INSP-ENTRADA,THD. RING GAGE,VAN KEUREN,FALSE,nan,nan,5/8 24 UNEF-2A 60 NO GO,8/1/2022,8/31/2023,nan,,6/30/1997,TRUE,SUP. INSP-E,ACTIVO,EXT-LAB 2PZ
06QI-0014,06QI-0014,INSP-ENTRADA,THD. RING GAGE,HEMCO,FALSE,nan,nan,250-28 UNF-2A GO NO GO,8/1/2022,8/31/2023,nan,,12/12/1991,TRUE,SUP. INSP.E,ACTIVO,EXTERNO 2PZ
06QI-0044,06QI-0044,INSP-ENTRADA,THD. RING GAGE,GAGE ASSEMBLY,FALSE,nan,nan,15/32 -32 UNS-2A NO GO,8/1/2022,8/31/2023,nan,,3/30/1993,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0047,06QI-0047,INSP-ENTRADA,THD. RING GAGE,G.A.C.O,FALSE,nan,nan,3/8 -18UNS-2A GO,8/1/2022,8/31/2023,nan,,10/10/2010,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0027,06QI-0027,INSP-ENTRADA,THD. RING GAGE,G.A.CO,FALSE,nan,nan,1/8- 27 NPSM-2A NO GO,8/1/2022,8/31/2023,nan,,10/10/2010,TRUE,SUP. INSP.E,ACTIVO,EXT-LAB
06QI-0026,06QI-0026,INSP-ENTRADA,THD. RING GAGE,G.A.CO,FALSE,nan,nan,1/8-27 NPSM-2A GO,8/1/2022,8/31/2023,nan,,10/10/2010,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0022,06QI-0022,INSP-ENTRADA,TH. RING GAGE,REGSL,FALSE,nan,nan,5/16 -30 UN-2A GO,8/1/2022,8/31/2023,nan,,10/10/2010,TRUE,SUP. INSP.E,ACTIVO,EXT-LAB
06QI-0023,06QI-0023,INSP-ENTRADA,THD. RING GAGE,REGAL,FALSE,nan,nan,5/16 - 30 UN -2A,8/1/2022,8/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-E.,ACTIVO,EXT-LAB
06QI-0103,06QI-0103,INSP. ENTRADA,THD. RING GAGE,VTG,FALSE,nan,nan,8-32 UNC-2A .139 NO GO,8/1/2022,8/31/2023,nan,,8/11/2005,TRUE,SUP. INSP.E,ACTIVO,EXT-LAB
06QI-0104,06QI-0104,INSP-ENTRADA,THD. RING GAGE,VTG,FALSE,nan,nan,8-32 UNC-2A GO,8/1/2022,8/31/2023,nan,,8/22/2005,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0108,06QI-0108,INSP-ENTRADA,THD. RING GAGE,PMC INDUSTRIES,FALSE,nan,nan,M 3 X .5 GO NO GO,8/1/2022,8/31/2023,nan,,8/31/2013,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB 2PZ
06QI-0006,06QI-0006,INSP.ENTRADA,THD. RING GAGE,MERCURY,FALSE,nan,nan,6-40 UNF-2A GO,8/1/2022,8/31/2023,nan,,12/12/1991,TRUE,SUP. INSPECCION,ACTIVO,EXT.LAB
06QI-0043,06QI-0043,INSP-ENTRADA,THD. RING GAGE,G.A.CO,FALSE,nan,nan,15/32- 32UNS-2A GO,8/1/2022,8/31/2023,nan,,3/30/1993,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0048,06QI-0048,INSP-ENTRADA,THD. RING GAGE,G.A.CO,FALSE,nan,nan,3/8-18 UNS-2A NO GO,8/1/2022,8/31/2023,nan,,3/30/1993,TRUE,SUP. INSP-E,ACTIVO,EXT-LAB
06QI-0015,06QI-0015,INSP-ENTRADA,THD. RING GAGE,MERCURY,FALSE,nan,nan,1/4 32 UNEF-2A NO GO EL GO,8/1/2022,8/31/2023,nan,,12/12/1991,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
06QI-0032,06QI-0032,INSP-ENTRADA,THD.RING GAGE,G.A.CO,FALSE,nan,nan,5/8-18 UNF-2A,8/1/2022,8/31/2023,nan,,2/5/1993,TRUE,SUP. INSPECCION,ACTIVO,EXT-LAB
06QI-0012,06QI-0012,INSP-ENTRADA,THD. RING GAGE,MERCURY,FALSE,nan,nan,1/8-27 NPT,8/1/2022,8/31/2023,nan,,12/12/1991,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QI-0055,06QI-0055,INSP-ENTRADA,THD. RING GAGE,MERCURY,FALSE,nan,nan,3/8 -18 NPT,8/1/2022,8/31/2023,nan,,4/27/1993,TRUE,SUP. INSP. E,ACTIVO,EXT-LAB
05HE-0236,05HE-0236,SHNEIDER/VSD,OSCILOSCOPIO,TECKTRONIX,FALSE,DPO 2002B,C030092,70 MHZ 1 GS/S,6/1/2022,6/30/2023,nan,,9/23/2015,TRUE,SUP. SCHNEIDER,ACTIVO,EXT-PLANTA
05FE-0001,05FE-0001,SCHNEIDER,CLAMPM METER OSCILOSCOPIO,TECKTRONIX,FALSE,TCP0020,C002467,20 AMPERS,,,nan,,9/23/2015,TRUE,SUP. SCHNEIDER,INACTIVO,EXTERNO
01DF-0500,01DF-0500,T-4000 Maquinados,GAGE DE IONIZACION,TELEVAC,FALSE,3A,nan,0 A 12 TORR,,,nan,,10/10/2010,TRUE,SUP. T-4000,INACTIVO,EXT-INACTIVO-09/17/21
01HA-0008,01HA-0008,HORNO SEN-ESPECIALES,CONTROLADOR DE TEMP,OMEGA ENG.,FALSE,CN76000,5191420,nan,10/1/2022,10/31/2023,nan,,10/3/2003,TRUE,SUP. SENSORES,ACTIVO,EXT-PLANTA
01KI-0125,BAÑO CALIENTE,A-99 SENSORES,THERMOMETER,HART SCIENTIFIC,FALSE,1502A,96750,0 A 962 °C,10/1/2022,10/31/2023,nan,,3/21/2003,TRUE,SUP.SENSORES,ACTIVO,EXT-PLANTA
05NA-0040,05NA-0040,SENSORES ESPECIALES,MULTIMETRO DIG.,FLUKE,FALSE,8840A,5625257,nan,10/1/2022,10/31/2023,nan,,10/3/2003,TRUE,SUP. SENSORES,ACTIVO,EXT-PLANTA T
05NA-0041,05NA-0041,SENSORES ESPECIALES,MULTIMETRO DIGITAL,HEWLETT PACKARD,FALSE,3478A,2911A59198,nan,10/1/2022,10/31/2023,nan,,10/3/2003,TRUE,SUP. SENSORES,ACTIVO,EXT-PLANTA T
05NI-1015,05TE-0477,VMA LOWCOST,DATA ADQ. METER,HP,FALSE,34970A,US7015883,nan,,,nan,,10/3/2003,TRUE,DANIEL MALDONAD,INACTIVO,SE TIRO SCRSP
05NI-1023,05NI-1023,LOWTIER,MULTIMETRO DIGITAL,FLUKE,FALSE,8842A,5585252,nan,10/1/2022,10/31/2023,nan,,10/21/2003,TRUE,SUP. SENSORES,ACTIVO,EXT-PLANTA T
05ZF-0500,05ZF-0500,T-4000 MAQUINADOS,THERMOCOUPLE,TELEVAC,FALSE,3A5,3308,0 a 1000 micron,,,nan,,10/10/2010,TRUE,sup. T-4000,INACTIVO,EXT 09/17/21
06CA-0003,06CA-0003,CABLES,WIRE CRIM PULL TEST,ALPHATRON,FALSE,PT-100,214068-1-1,100 LBS FT,,,nan,,10/23/1992,TRUE,SUP. CABLES,INACTIVO,EXT-INACTIVO 09/17/21
06QA-0021,06QA-0021,INSP-ENTRADA,RING GAGE,G.A.CO,FALSE,nan,nan,10-48NS-2,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QA-0023,06QA-0023,INPECCION ENTRADA,RING  GEGE,G.A.CO,FALSE,nan,nan,3/8-16 UNC-2A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP.INSP-ENTRAD,ACTIVO,EXT-LAB
06QA-0025,06QA 0025,INSPECCION ENTRADA,RING GAGE,G.A.CO,FALSE,nan,nan,1/2-14 NSPM-2A,10/1/2022,10/31/2023,nan,,10/10/2015,TRUE,SUP.INSP-ENTRAD,ACTIVO,EXT-LAB
06QA-0029,06QA 0029,INSPECCION ENTRADA,RING GAGE,G.A.CO,FALSE,nan,nan,8-32 UNC-3A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTAR,ACTIVO,EXT-LAB
06QA-0030,06QA 0030,INSPECCION ENTRADA,RING GAGE,G.A.CO,FALSE,nan,nan,1/4-28 UNF-3A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QA-0031,06QA 0031,INSP-ENTRADA,RING GAGE,G.A.CO,FALSE,1/2-14 NPT,nan,1/2-14 NPT,11/25/2022,11/30/2023,nan,,10/10/2010,TRUE,SUP.INSP-ENTRAD,ACTIVO,EXT-LAB (NUEVA CAL.NOV-22)
06QA-0032,06QA 0032,INSPE-ENTRADA,"RING GAGE ""GO NOGO""",GA.CO,FALSE,5-40 UNC-,nan,5-40 UNC-2A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06GI-0007,06GI-0007,METROLOGIA,FORCE GAGE,CHATILLON,FALSE,DFS-R-ND,U05902,0 1000 LBS,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. METROLOGIA,ACTIVO,EXT-PLANTA
06HF-0500,06HF 0500,JAULA SECADORES,DIG  SCALE,AND,FALSE,EP-40KB,3900958,0-88 Lbs,10/1/2022,4/1/2023,nan,,10/10/2010,TRUE,SUP- SECADORES,ACTIVO,EXT-PLANTA
06HI-0005,06HI 0005,KITS T-4000,DIG SCALE,DIGI-MATEX,FALSE,DC-80,584402,0-30 Lbs,10/1/2022,4/1/2023,nan,,9/13/1994,TRUE,SUP. KITS-NEUMA,ACTIVO,EXT-PLANTA
06QI-0089,06Q-0089,INPECCION ENTRADA,RING GAGE,HEMCO,FALSE,.099-48UN,nan,.099-48UN,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QI-0094,06QI 0094,INSPECCION ENTRADA,RING GAGE,HEMCO,FALSE,.112-40 UN,nan,.112-40 UNC-2A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QI-0096,06QI 0096,INSPECCION ENTRADA,"RING GAGE ""GO NOGO""",HEMCO,FALSE,.164-32 UN,nan,.164-32 UNC-2A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QI-0098,06QI 0098,INSPECCON ENTARADA,RING GAGE,HEMCO,FALSE,4-48 UNF,nan,4-48 UNF-2A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QI-0099,06QI 0099,INSPECCION DE ENTRADA,RING GAGE,HEMCO,FALSE,.375-24 U,nan,.375-24 UNF-2A,10/1/2022,10/31/2023,nan,,10/10/2010,TRUE,SUP. INSP-ENTRA,ACTIVO,EXT-LAB
06QI-0101,06QI-0101,INSPECCION E.,RING GAGE,HEMCO,FALSE,nan,nan,.500-13 UNC-2A,9/1/2022,9/30/2023,nan,,10/10/2010,TRUE,SUP. INSP.ENT.,ACTIVO,EXT-LAB
06NV-0153,06NV-0153,IRON,PIN GAGE,DUNDICK,TRUE,nan,nan,"go0.901""nogo0.911""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. IRON,ACTIVO,INTERNO
06QV-0193,06QV-0193,OKK-40,THD. RING GAGE,G.A.CO,TRUE,nan,nan,3/4-16 UNF-2A,7/1/2022,7/31/2023,nan,,7/1/2009,TRUE,SUP. MAQUINADOS,ACTIVO,INTERNO
06ZV-0504,06ZV-0504,IRON,GAGE DE POSICION,T.B.D,TRUE,nan,nan,nan,11/1/2022,11/30/2024,nan,,7/1/2013,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO
06NV-0007,06NV-0007,IRON,PIN GAGE,DUNDICK,TRUE,nan,nan,"go 1.183"" nogo1.193""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0008,06NV-0008,IRON,PLUG GAGE,DUNDICK,TRUE,nan,nan,"go 2.500"" nogo2.510""",7/11/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTYERNO
06NV-0669,06NV-0669,IRON,PIN GAGE,T.B.D,TRUE,nan,nan,"go 0.778"" nogo0.788""",7/11/2021,7/31/2023,nan,,7/2/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0032,06NV-0032,IRON,PIN GAGE,THREDCO,TRUE,nan,nan,": go0.782""nogo0.792""",7/11/2021,7/31/2023,nan,,7/2/2009,TRUE,SUP.M PL2,ACTIVO,INTERNO
06NV-0133,06NV-0133,IRON,PIN GAGE,HEMCO,TRUE,nan,nan,"go 1.530"" nogo1.540""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0309,06NV-0309,IRON,PING GAGE,DELTRONIC,TRUE,nan,nan,"go0.870""nogo0.880""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0404,06NV-0404,IRON,PIN GAGE,DELTRONIC,TRUE,nan,nan,"go 0.933"" nogo0.941""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0049,06NV-0049,IRON,PIN GAGE,T.B.D,TRUE,nan,nan,"go 0.264"" nogo 0.270""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP.PL2,ACTIVO,INTERNO
06NV-0150,06NV-0150,IRON,PIN GAGE,T.B.D,TRUE,nan,nan,"go 1.115"" nogo1.122""",7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06LV-0533,06LV-0533,IRON,THD. PLUG GAGE,RICKERT IND.,TRUE,nan,nan,1/2-12 N-2,7/11/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06LV-0435,06LV-0435,IRON,PLUG GAGE,RICKERT IND.,TRUE,nan,nan,11/16-18 NS-2,7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06LV-0107,06LV-0107,IRON,PLUG GAGE,HEMCO,TRUE,nan,nan,5/8-11 UNC-2B,7/1/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06NV-0107,06NV-0107,IRON,PIN GAGE,T.B.D,TRUE,nan,nan,"0.124"" to 0.695""",7/11/2021,7/31/2023,nan,,7/1/2009,TRUE,SUP. PL2,ACTIVO,INTERNO
06AL-0005,06AL-0005,VMA ACTUADORES,DIG. INDICADOR,MITUTOYO,TRUE,543-564A,15193888,"0 A 2""",,,nan,,7/24/2017,TRUE,SUP. SUSTAINING,INACTIVO,DAñADO
05CE-0003,05CE-0003,SHNEIDER,ANALOGO PANEL METER,nan,FALSE,nan,nan,0 1 AMPS.,7/27/2022,7/31/2023,nan,,7/27/2017,TRUE,SUP. SHNEIDER,ACTIVO,EXTERNO
06AV-0470,06AV-0470,MOLDEO 3 TURNO,DIG. CALIPER,MITUTOYO,TRUE,"CD-6"" ASX",A16090712,0 A 6 INCH,2/3/2023,2/28/2024,nan,,1/19/2017,TRUE,FEDERICO FCO,ACTIVO,INTERNO
05NE-5416,05NE-5416,SMT,DATA ADQUISITION SWITCH,KEYSIGHT,FALSE,34970A,MY44086893,nan,1/18/2023,1/31/2024,nan,,1/31/2018,TRUE,SUP. SMT,ACTIVO,EXTERNO-PLANTA T.
01KE-0323,01KE-0323,HI VALVULAS,BAÑO DE TEMP,Thermo Scientif,FALSE,SC-100,301151006,nan,1/20/2023,1/31/2024,nan,,1/20/2016,TRUE,SUP. VALVULAS,ACTIVO,EXTERNO-PLANTA
01KE-0324,01KE-0324,SMT,BAñO DE TEMPERATURA,Thermo Scientif,FALSE,SC-100,401150223,nan,1/20/2023,1/31/2024,nan,,1/20/2017,TRUE,SUP. SMT,ACTIVO,EXTERNO-PLANTA
01KE-0325,01KE-0325,T-5210,BAÑO DE TEMP,THERMO SCIENTIF,FALSE,SC-100,110257077,nan,1/20/2023,1/31/2024,nan,,1/20/2017,TRUE,SUP.NEWMATICOS,ACTIVO,EXTERNO-PLANTA
01KE-0326,01KE-036,T-5210,BAñO DE TEMP,NESLAB,FALSE,nan,103070048,nan,1/20/2023,1/31/2024,nan,,1/20/2017,FALSE,SUP NEWMATICOS,ACTIVO,EXTERNO-PLANTA
01KE-0327,01KE-0327,HI-VALVULAS,FREEZER,SCIENTIFIC TEMP,FALSE,45-6.8,6591,nan,1/24/2023,1/31/2024,nan,,1/24/2017,TRUE,SUP. VALVULAS,ACTIVO,EXTERNO-PLANTA
01KE-0328,01KE-0328,FLOTADORES,BAÑO DE TEMP,NESLAB,FALSE,RTE-211,135103201,nan,1/24/2023,1/24/2024,nan,,1/24/2017,TRUE,SUP. VALVULAS,ACTIVO,EXTERNO-PLANTA
01KE-0329,01KE-0329,SMT,BAÑO DE TEMP,THERMO SCIENTIF,FALSE,SC-100,31097001,nan,1/24/2023,1/24/2024,nan,,1/24/2017,TRUE,SUP. SMT,ACTIVO,EXTERNO-PLANTA
01KE-0330,01KE-0330,SMT-LINEA 6,HORNO DE SECADO,HELLLER,FALSE,1809MK-III,300861-05,nan,1/24/2023,1/24/2024,nan,,1/24/2017,TRUE,SUP. SMT,ACTIVO,EXT-PLT
05IE-2057,05IE-2057,SHNEIDER,POWER SUPPLY,BK PRESICION,FALSE,9801,nan,nan,1/24/2017,1/31/2018,nan,,1/24/2017,TRUE,SUP. SHNEIDER,INACTIVO,EXTERNO
06HV-0024,06HV-0024,ALMACEN ZONA B,BASCULA DIG.,GSE,FALSE,675,155125,0 A 40 KGS,3/7/2023,9/30/2023,nan,,8/1/2016,TRUE,SUP. ALMACEN,ACTIVO,EXT-PLT
05NE-5417,05NE-5417,SHNEIDER/VSD,MULTIMETRO DIG.,BK PRECISION,FALSE,2831E,123F16195,nan,6/3/2022,6/30/2023,nan,,1/17/2017,TRUE,SUP VSD,ACTIVO,EXTERNO-PLANTA T.
05NE-5412,05NE-5412,SHNEIDER,MULTIMETRO DIG,FLUKE,FALSE,115,32130789W,nan,12/1/2017,,nan,,12/1/2016,TRUE,SUP. SHNEIDER,INACTIVO,EXTERNO
05NE-5419,05NE-5419,SHNEIDER,PANEL METER,MODUTEC,FALSE,nan,nan,0 A 150 VAC,7/1/2016,,nan,,7/1/2016,TRUE,SUP. SHNEIDR,INACTIVO,PERDIDO
05NE-5420,05NE-5420,SHNEIDER,PANEL METER,MODUTEC,FALSE,nan,nan,nan,,,nan,,7/1/2016,TRUE,SUP. SHNEIDER,INACTIVO,EXTERNO
05IE-2058,05IE-2058,PANELES/JAULA VSOP,HI POT TESTER,GW INSTEK,FALSE,GPT-9803,GEQ171941,nan,8/9/2022,8/31/2023,nan,,1/31/2016,TRUE,SUP. PANELES,ACTIVO,EXT-PLANTA
WAT-0192,WAT-0192,LOW WATER,TORQUE ATLAS COPCO,ATLAS COPCO,FALSE,SE-10523,A8481128,0 A 55  LBS INCH,1/18/2023,1/31/2024,nan,,1/18/2017,TRUE,SUP. LOW,ACTIVO,EXT-PLANTA
WAT-0193,WAT-0193,LOW,TORQUE,ATLAS COPCO,FALSE,SE-10523,A8551953,0 A 55 LBS INCH,1/18/2023,1/31/2024,nan,,1/18/2017,TRUE,SUP. VALVULAS,ACTIVO,EXT-PLANTA
06AV-0469,06AV-0469,MARSH,DIG. CALIPER,MITUTOYO,TRUE,"CD 6"" ASX",A16096589,0 A 6 INCH,1/19/2020,1/31/2021,nan,,1/19/2017,TRUE,FEDERICO FCO,LOST,INTERNO
06LF-1079,06LF-1079,MAQUINADOS T-4000,PLUG GAGE,PMC INDUSTRIES,TRUE,nan,nan,GO .1177  NO GO .1214,,,nan,,2/1/2017,TRUE,SUP. MAQUINADOS,INACTIVO,INTERNO-LOST
06AV-0471,06AV-0471,HITACHI,DIG. CALIPER,MITUTOYO,TRUE,"CD-8""ASX",A15095230,"0 A 8""",2/1/2017,2/28/2018,nan,,2/1/2017,TRUE,ANTONIO PRUNEDA,INACTIVO,EXTERNO
06LV-0985,06LV-0985,WATER,PLUG GAGE,REPUBLIC,TRUE,6-32 NC,nan,"GO 1171""  NO GO 1214""",2/9/2017,2/28/2019,nan,,2/9/2017,TRUE,SUP. WATER,INACTIVO,INTERNO PERDIDO
06NV-0970,06NV-0970,MAXIM-trunion,PIN GAGE,THE SHEFFIELD,TRUE,nan,nan,GO 1.183  NO GO 1.193,1/3/2023,3/25/2028,nan,,2/8/2017,TRUE,SUP. Maquinbado,ACTIVO,INTERNO
06LV-0986,06LV-0986,PLASTICOS/GAVETA DE METRO,THD. PLUG GAGE,CADILLAC GAGE,TRUE,nan,nan,1/2-24,2/8/2023,2/28/2025,nan,,2/8/2017,TRUE,Martin Garcia,ACTIVO,INTERNO
06NV-0971,06NV-0971,MAQ. PDO'S,PIN GAGE,CUTTING,TRUE,nan,nan,"GO 1.002"" NO GO 1.005",,,nan,,2/9/2017,TRUE,SUP. MAQ.M PDO',INACTIVO,PRESTADO A SATELITE
05AE-0147,05AE-0147,SYS- 350,DECADA DE RESISTENCIA,IET LAB,FALSE,RS201,nan,0 A 10 MEGA OHMS,,,nan,,2/10/2017,TRUE,SUP. SYS-350,INACTIVO,INTERNO
05AE-0148,05AE-0148,SYS-350,DECADA DE RESISTENCIA,IET LAB,FALSE,RS-201,nan,0 A 10 MEGA OHMS,,,nan,,2/10/2017,TRUE,SUP. SYS-350,INACTIVO,INTERNO
