instrument_name,panel,cell,description,manufacturer,intern_calib,model,serial,units,last_calib,due_calib,po,cost,recv_date,certified,assigned_to,status,notes
06LV-0721,nan,MAQ. WATER VALV,THD. PLUG GAGE,REPUBLIC GAGE C,FALSE,nan,nan,1/2-14 NPTF,11/1/2015,11/30/2017,nan,,10/1/2000,TRUE,JOSE AVILES,INACTIVO,200-349B(TANS DEGOSHEN)
06LV-0722,06LV-0722,GAVETA OKK500S,THD. PLUG GAGE,PERFEX,TRUE,nan,nan,2 3/4-16 NEF-2,3/1/2023,3/31/2025,nan,,10/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,INTERNO
06LV-0723,nan,MAQ. DE WATER V,PIN GAGE,BESLY,FALSE,nan,nan,3/4-14 NPTF,11/1/2021,11/30/2023,nan,,10/1/2000,TRUE,JOSE AVILES,ACTIVO,TRANS DE GOSHEN
06LV-0724,nan,MAQ. DEWATER,THD. PLUG GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,3/4-14 FULL  FORM,1/1/2022,1/31/2024,nan,,10/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1694(TRANS DE GOSHEN)
06NV-0757,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO .2530"" NOGO .2590""",12/1/2021,12/31/2023,nan,,10/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1455 interno
06LV-0725,nan,MAQ. WATER VALV,THD. PLUG GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,1 1/8-18 UNEF-2B,12/1/2021,12/31/2023,nan,,10/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1333D
06ZV-0558,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,12/19/2021,12/31/2023,nan,,10/1/2000,TRUE,JOSE AVILES,ACTIVO,G-1512
06ZV-0559,MAQ. GOSS,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,6/1/2022,6/30/2024,nan,,10/1/2000,TRUE,JOSE AVILES,ACTIVO,G-2606-34(TRANS DE GOSHEN)
06ZV-0560,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,4/1/2012,4/30/2014,nan,,10/1/2000,TRUE,ARMANDO LOERA,INACTIVO,G-2306
06ZV-0563,nan,MAQUINA MAXIM,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,4/1/2022,4/30/2024,nan,,10/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,G-2611 (TRANS DE GOSHEN)
06ZV-0566,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,12/16/2022,12/31/2024,nan,,10/1/2000,TRUE,sup.maquinados,ACTIVO,G-1762 (TRANS DE GOSHEN)
06ZV-0568,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,8/25/2020,8/31/2022,nan,,10/1/2000,TRUE,JOSE AVILES,INACTIVO,G-498 (TRANS DE GOSHEN)
06ZV-0569,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,5/1/2022,5/31/2024,nan,,10/1/2000,TRUE,ARMANDO LOERA,INACTIVO,G-2534
06LV-0730,nan,MAQ. WATERT VAL,THD. PLUG GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,5/8-27 UNS-2B,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JORGE SANTIAGO,ACTIVO,200-54BTRANS. GOSHEN
06NV-0758,nan,MAQ. WATER VALV,PIN GAGE,G.A.CO.,TRUE,nan,nan,"GO.6350"" NOGO .6450""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JORGE SANTIAGO,ACTIVO,200-34CTRANS DE GOSHEN
06NV-0760,nan,MAQ. WATER VALV,PIN GAGE,PMC. INDUSTRIES,TRUE,nan,nan,"GO .760"" NO GO .770""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JORGE SANTIAGO,ACTIVO,200-167TRAN DE GOSHEN
06LV-0726,nan,MAQ. WATER VALV,THD. PLUG GAGE,GAGE ASSEMBLY C,FALSE,nan,nan,RC 1 1/4 B,11/1/2021,11/30/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1734 TRAN DE GOSHEN
06LV-0727,nan,MAQ. WATER VALV,THD PLU GAGE,GAGE ASEMBLY CO,FALSE,nan,nan,RC 1 B,8/1/2007,8/31/2008,nan,,11/1/2000,FALSE,JOSE AVILES,INACTIVO,200-1736 TRANS DE GOSHEN
06LV-0728,06LV-0728,OKK-500,THD. PLUG GAGE,HEMCO,FALSE,nan,nan,1 BSP TR,2/1/2023,2/28/2025,nan,,11/1/2000,TRUE,"SUP.M,AQUINADOS",ACTIVO,INTERN 200-1737TRANS DE GOSHEN
06LV-0729,06LV-0729,OKK-500,THD. PLUG GAGE,HEMCO,FALSE,nan,nan,1 1/4 BSP TR.,2/2/2023,2/28/2025,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,INT 200-1735TRANS DE GOSHEN
06NV-0761,nan,WATER VALVE,PIN GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,"go1.620""- nogo1.630""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JORGE SANTIAGO,ACTIVO,200-1008 BTRANS DE GOSHEN
06NV-0762,nan,MAQ. WATER VALV,PIN GAGE,PMC. INDUSTRIES,TRUE,nan,nan,"GO .559"" NO GO .565""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1155TRANS DE GOSHEN
06NV-0763,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO .745"" NOGO .755""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1284TRANS DE GOSHEN
06NV-0764,nan,MAQ. WATER VALV,PIN GAGE,G.A.CO.,TRUE,nan,nan,"GO.620"" NOGO .630""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1253 TRANS DE GOSHEN
06NV-0765,nan,MAQ.WATER VALVE,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO.740"" NO GO .760""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-939 TRANS DE GOSHEN
06NV-0766,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 1.065""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1282 TRANS DE GOSHEN
06NV-0767,nan,MAQ WATER VALVE,PIN GAGE,PMC. INDUSTRIES,TRUE,nan,nan,"GO .497"" NO GO .503""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1185 TRANS DE GOSHEN
06NV-0768,nan,MAQ WATER VALVE,PIN GAGE,GAGE SSEMBLY CO,TRUE,nan,nan,"GO .7600"" NO GO .7700""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-167B TRANS DE GOSHEN
06ZV-0572,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,10/1/2013,10/31/2015,nan,,11/1/2000,TRUE,JOSE AVILES,INACTIVO,G-1509 CAL. C/D 3 ANOS
06ZV-0574,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,6/1/2020,6/30/2022,nan,,11/1/2000,FALSE,SUP.MAQUINADOS,INACTIVO,EN REPARACION
06ZV-0575,nan,MAQ. WATER VALV,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,4/1/2016,,nan,,11/1/2000,TRUE,JOSE AVILES,INACTIVO,G-1510 TRANS DE GOSHEN
06ZV-0576,nan,nan,GAGE DE POSICION,T.B.D.,TRUE,nan,nan,T.B.D.,5/1/2014,5/31/2016,nan,,11/1/2000,TRUE,JOSE AVILES,INACTIVO,G-2535 LOST
06NV-0775,nan,MAQ. WATER VALV,PIN GAGE,CADILLAC GAGE C,TRUE,nan,nan,"GO 2.9950"" NO GO 3.0050""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1402
06LV-0734,nan,MAQ. WATER VALV,T.H.D. PLUG GAGE,THREDCO,TRUE,nan,nan,4 15/16-16 UNS 2B,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1656 TRANS DE GOSHEN
06LV-0735,nan,MAQ. WATER VALV,THD. PLUG GAGE,PMC. INDUTRIES,TRUE,nan,nan,4.000-16 UN-2B GO-3.9594/NOGO-3.967,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1666 TRANS DE GOSHEN
06NV-0776,nan,MAQ. WATER VALV,PIN GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,"GO 4.1200""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1207 TRANS DE GOSHEN
06NV-0777,nan,MAQ. WATER VALV,PIN GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,"GO 4.1240""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1206 TRANS DE GOSHEN
06NV-0778,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,GO 2.838,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1447 TRANS DE GOSHEN
06QV-0438,nan,MAQ. WATER VALV,RIN GAGE,THREDCO,FALSE,nan,nan,4 15/16-16 UN 2A,5/1/2022,5/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB
06QV-0439,nan,OKK 500,RING GAGE,PMC INDUSTRIES,FALSE,nan,nan,4.500-16 UN 2A,7/1/2022,7/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUIADOS,ACTIVO,EXT-LAB
06QV-0440,06QV-0440,MAQ. WATER VALV,RING GAGE,PMC INDUSTRIES,FALSE,nan,nan,4.000-16 UN 2A,10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQINADOS,ACTIVO,EXT-LAB 200-318
06QV-0441,06QV-0441,MAQ. WATER VALV,RING GAGE,PMC INDUSTRIES,FALSE,nan,nan,3.500-16 UN 2A,10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 200-317
06QV-0442,06QV-0442,MAQ. WATER VALV,RIN GAGE,HEMCO,FALSE,nan,nan,2.750-16 UN 2A,10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 200-1583
06QV-0443,06QV-0443,MAQ. WATER VALV,RING GAGE,PMC INDUSTRIES,FALSE,nan,nan,"3""-16 UN 2A",10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 200-316
06QV-0444,06QV-0444,MAQ. WATER VALV,RING GAGE,PMC INDUSTRIES,FALSE,nan,nan,2.250-16 UN-2A,10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 200-1603
06NV-0769,06NV-0769,OKK-500,PIN GAGE,PMC. INDUSTRIES,TRUE,nan,nan,"GO .432"" NO GO .438""",3/1/2022,3/31/2024,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-1442
06NV-0770,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO.325"" NO GO .331""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-336C TRAS DE GOSHEN
06NV-0771,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO.254"" NO GO.260""",1/3/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-64 TRANS DE GOSHEN
06NV-0772,nan,MAQ. WATER VALV,PIN GAGE,G.A.CO.,TRUE,nan,nan,"GO .1960"" NO GO .2070""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-656 TRANS DE GOSHEN
06NV-0774,nan,MAQ. WATER VALV,PIN GAGE,G.A.CO.,TRUE,nan,nan,"GO.1470"" NOGO .1510""",12/21/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-449
06LV-0731,nan,MAQ. WATER VALV,THD PLUG GAGE,PMC INDUSTRIES,TRUE,nan,nan,.3125-18 UNC-2B,12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1366F TRANS DE GOSHEN
06LV-0732,nan,MAQ. WATER VALV,THD. PLUG GAGE,REPUBLIC GAGE C,TRUE,nan,nan,5/8-18 NF-2B,12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1343-B TRANS DE GOSHEN
06LV-0733,nan,MAQ. Maq. Maxim,THD. PLUG GAGE,PRATT WHITNHEY,TRUE,nan,nan,1/4-20 NC-2B,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-332N TRANS DE GOSHEN
06QV-0445,06QV-0445,MAQ. WATER VALV,RING GAGE,HEMCO,FALSE,nan,nan,1 13/16-16 UNF 2A,10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 200-1567
06QV-0446,06QV-0446,OKUMA C1,RING GAGE,THREDCO,FALSE,nan,nan,1 13/16-16 UNS 2A,9/1/2022,9/30/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 3y4)
06NV-0779,nan,MAQ. WATER VALV,RING GAGE,G.A.CO.,TRUE,nan,nan,"GO .696"" NO GO .707""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-610 B TRANS DE GOSHEN
06NV-0780,nan,MAQ. WATER VALV,PIN GAGE,G.A.CO.,TRUE,nan,nan,"GO .815"" NO GO .828""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-616 TRANS DE GOSHEN
06NV-0782,06NV-0782,MAQ. WATER VALV,PIN GAGE,THE SHEFFIELD C,TRUE,nan,nan,"GO 1.058"" NO GO 1.068""",3/1/2023,3/31/2025,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-620 B TRANS DE GOSHEN
06LV-0736,nan,TRUNION,THD. PLUG GAGE,HEMCO,FALSE,nan,nan,1/2 BSPT,7/1/2022,7/31/2024,nan,,11/1/2000,TRUE,SUP.MAQUIANDOS,ACTIVO,EXT-LAB
06LV-0738,06LV-0738,BROTEHR,T HD. PLUG GAGE,PMC. INDUSTRIES,TRUE,nan,nan,.500-13 UNC-2B,3/19/2022,3/31/2024,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-1625 RAGA SANTIAGO
06LV-0739,nan,MAQ. WATER VALV,THD. PLUG GAGE,PTATT WHITNEY,FALSE,nan,nan,1/4-18 NPT,,,nan,,11/1/2000,TRUE,JOSE AVILES,INACTIVO,200-1010C TRANS DE GOSHEN
06LV-0740,06LV-0740,MAQ. TRUNION,RING GAGE,REPUBLIC GAGE C,TRUE,nan,nan,7/8-18 NS-2,3/1/2023,3/31/2025,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-435 TRANS DE GOSHEN
06NV-0783,nan,MAQ. WATER VALV,PIN GAGE,PMC. INDUSTRIES,TRUE,nan,nan,"GO 2.151"" NO GO 2.161""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1214 TRANS DE GOSHEN
06NV-0784,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 3.120"" NO GO 3.124""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-930 TRANS DE GOSHEN
06NV-0785,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 2.260"" NO GO 2.270""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1408 TRANS DE GOSHEN
06NV-0786,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 2.135 NO GO 2.139""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1215 TRANS DE GOSHEN
06NV-0787,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 2.604"" NO GO 2.608""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1212 TRANS DE GOSHEN
06NV-0788,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 2.135"" NO GO 2.139""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1215B TRANS DE GOSHEN
06NV-0789,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 2.184"" NO GO 2.190""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1213 TRANS DE GOSHEN
06NV-0790,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 1.7650"" NO GO 1.7750""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1043 TRANS DE GOSHEN
06NV-0791,nan,MAQ. WATER VALV,PIN GAGE,CADILLAC GAGE C,TRUE,nan,nan,"GO 2.2137"" NO GO 2.2237""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1403 TRANS DE GOSHEN
06NV-0792,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 1.731"" NO GO 1.737""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1044 TRANS DE GOSHEN
06NV-0793,nan,MAQ. WATER VALV,PIN GAGE,THE SHEFFIELD C,TRUE,nan,nan,"GO 1.874"" NO GO 1.876""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-621 TRANS DE GOSHEN
06NV-0794,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 1.807"" NO 1.817""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1109 TRANS DE GOSHEN
06NV-0795,nan,MAQ. WATER VALV,PING GAGE,T.B.D.,TRUE,nan,nan,"GO 1.8220"" NO GO 1.8420""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1216 TRANS DE GOSHEN
06NV-0796,nan,MAQ. WATER VALV,PIN GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,"GO 1.7690"" NO GO 1.7750""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1110 TRANS DE GOSHEN
06NV-0797,nan,MAQ. WATER VALV,PIN GAGE,THE SHEFFIELD C,TRUE,nan,nan,"GO 1.96875""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1217 TRANS DE GOSHEN
06NV-0798,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 1.937""",1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-972 TRANS DE GOSHEN
06NV-0799,nan,MAQ. WATER VALV,PIN GAGE,GAGE ASSEMBLY C,TRUE,nan,nan,"GO 2.438""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-973 TRANS DE GOSHEN
06NV-0800,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"NO GO 3.124""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-930C TRANS DE GOSHEN
06NV-0801,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO 3.120""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-930B TRANS DE GOSHEN
06NV-0802,nan,MAQ. WATER VALV,PIN GAGE,SPECIALTY PROD.,TRUE,nan,nan,"GO .882"" NO GO .888""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-1409 TRANS. DE GOSHEN
06NV-0803,nan,MAQ. WATER VALV,PIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,"GO .198"" NO GO .208""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-658 TRANS DEN GOSHEN
06NV-0804,nan,MAQ. WATER VALV,PIN GAGE,T.B.D.,TRUE,nan,nan,"GO1.9375"" NOGO 1.9425""",12/1/2021,12/31/2023,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-622 TRANS DE GOSHEN
06LV-0741,06LV-0741,MAQ. WATER VALV,THD PLUG GAGE,SOUTHER GAGE CO,TRUE,nan,nan,"1""-14UNS-2B",3/24/2023,3/31/2025,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-1622 SE ACTIVO 03-21
06LV-0742,nan,MAQ. WATER VALV,THD PLUG GAGE,PMC INDUSTRIES,TRUE,nan,nan,.750-16 UNF-2B,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-269 TRANS DE GOSHEN
06LV-0743,nan,okk-500,THD PLUG GAGE,PMC INDUSTRIES,TRUE,nan,nan,.250-20 UNC-2B,1/1/2022,1/31/2024,nan,,11/1/2000,TRUE,JOSE AVILES,ACTIVO,200-332 TRANS DE GOSHEN
06LV-0744,nan,0KK 500,THD PLUG GAGE,REPUBLIC GAGE C,TRUE,nan,nan,5/16-24UNF-2B,7/1/2022,7/31/2024,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-430D TRANS DE GOSHEN
06QV-0447,nan,MAQ. WATER VALV,RING GAGE,SOUTHERN GAGE C,TRUE,nan,nan,"1""-14UNS-2A",10/1/2019,,nan,,11/1/2000,TRUE,JOSE AVILES,INACTIVO,200-1637B INTERNO
06QV-0448,06QV-0448,OKK-500S,RING GAGE,G.T.D.,FALSE,nan,nan,1 1/4-12NF-2,9/1/2022,9/30/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,EXT-LAB 200-1604
06QV-0449,nan,OKUMA,RING GAG0E,HEMCO,FALSE,nan,nan,13/16-18 UN2A,7/13/2022,7/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUIADOS,ACTIVO,EXT-LAB
06QV-0450,06QV-0450,MAQ. WATER VALV,RING GAGE,PMC INDUSTRIES,TRUE,nan,nan,.750-20 UNEF-2A,10/1/2022,10/31/2023,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,200-1531
06QV-0451,06QV-0451,GAVETA-MIYANO,RIN GAGE,PMC INDUSTRIES,TRUE,nan,nan,.750-16UNF-2A,3/1/2023,3/31/2024,nan,,11/1/2000,TRUE,SUP.MAQUINADOS,ACTIVO,INT-GAVETA (1-RIN)
90ZV-0173,90ZV-0173,E. DE P. MAECHS/IRON,MASS FLOW METER,SIERRA INS.,FALSE,822-H-4-0V,50546,0-20000 SCIM,12/1/2021,12/31/2023,nan,,1/5/2001,TRUE,S. IRON/MARCH,ACTIVO,EXT-LAB
06NV-0806,nan,MAQ. WATER VALV,PIN GAGE,T.B.D.,TRUE,nan,nan,"GO.411"" NOGO .431""",1/1/2022,1/31/2024,nan,,12/1/2000,TRUE,JORGE SANTIAGO,ACTIVO,nan
06NV-0807,nan,MAQ. WATER VALV,PIN GAGE,PMC. INDUSTRIES,TRUE,nan,nan,NO GO 2.848,12/1/2021,12/31/2023,nan,,1/1/2001,TRUE,JORGE SANTIAGO,ACTIVO,200-1210(TRANS DE GOSHEN)
06NV-0808,06NV-0808,OKK-500,PIN GAGE,REPUBLIC GAGE C,TRUE,nan,nan,"GO1.591"" NOGO 1.595""",2/1/2023,2/28/2025,nan,,1/1/2000,TRUE,MAQUINADOS,ACTIVO,200-1047(TRANS DE GOSHEN)
06LV-0748,nan,MAQ. WATER VALV,T.H.D. PLUG GAGE,PMC. INDUSTRIES,TRUE,nan,nan,2.750-16 UN-2B,1/1/2022,1/31/2024,nan,,12/1/2000,TRUE,JORGE SANTIGO,ACTIVO,200-407 (B)(TRANSF. DE GOSHEN)
06NV-0811,nan,MAQ. WATER VALV,PLUG GAGE,SHEFFIELD GAGE,TRUE,nan,nan,"GO .8710"" NOGO .8810""",1/1/2012,1/31/2014,nan,,12/1/2000,TRUE,JOSE AVILES,INACTIVO,200-317 B
05AE-0137,05AE-0137,LAB. EQUIPO DE P,DECADA DE RESISTENCIA,IET LAB,FALSE,OS-270,C1-1012020,nan,9/2/2021,9/30/2022,nan,,10/10/2010,TRUE,EQUIPO DE P.,INACTIVO,"SE ACTIVO, 09/02/21"
05NE-0460,05NE-0460,LOS HE'S,MULTIMETRO,KEITHLEY,FALSE,2000,0678325,nan,5/1/2022,5/30/2023,nan,,10/10/2010,TRUE,SUP. SENSORES,ACTIVO,EXT-PLANTA T.
05NE-5031,05NE-5031,M-100,MULTIMETRO DIG,B&K PRECISION,FALSE,2831A,211-05108,nan,,,nan,,10/10/2010,TRUE,HOLD,INACTIVO,NO TIENE USO
05NE-5032,05NE-5032,FX(TABLEROS DE ACTU),MULTIMETRO DIGITAL,B&K PRECISION,FALSE,2831A,2115108,nan,5/1/2022,5/30/2023,nan,,10/10/2010,TRUE,SUP. FX,ACTIVO,EXT-PLANTA (T)
05NE-5145,05NE-5145,FX,DATA ADQUISICION,AGILENT,FALSE,34970A,US37005010,nan,,,nan,,10/10/2010,FALSE,SUP.FX,INACTIVO,EXTERNO-LOST 05/22
05NE-5171,05NE-5171,M9200,MULT. DIG.,B&K PRESICION,FALSE,5460,70511035,nan,5/1/2018,5/30/2019,nan,,10/10/2010,TRUE,SUP.M9200,SCRAP,09-21-20
05NE-5206,05NE-5206,S35X,MULTIMETRO DIG,B&K PRESICION,FALSE,5490,70313018,nan,,,nan,,10/10/2010,TRUE,SUP. S35X,INACTIVO,SCRAP DAÑADO
05NE-5217,05NE-5217,M9200,DATA ADQUISICION,AGILENT,FALSE,34970A,MY410054,nan,5/1/2022,5/31/2023,nan,,10/10/2010,TRUE,HOLD,ACTIVO,EXT.PLANTA T
05NE-5328,05TE-0006,FX,DATA ADQUISICION,AGILENT,FALSE,34970A,MY44034737,nan,5/1/2022,5/30/2023,nan,,10/10/2010,TRUE,SUP.FX,ACTIVO,EXT.PLANTA T
05NE-5343,05NE-5343,M9200,DATA ADQUISICION,AGILENT,FALSE,34970A,MY44047723,nan,,,nan,,10/10/2010,TRUE,SUP. M9200,INACTIVO,EXTERNO-LOST
